ID,Activity ID,Activity Name,Project ID,Project Name,Activity type,Parent WBS ID,Resources,Resource IDs,Primary Resource,Schedule % Complete,Activity Status,Planned Start,Actual Start,Planned Finish,Actual Finish,Predecessor Details,Predecessors,Successor Details,Successors,Project Week Planned Start,Project Week Actual Start,Project Week Planned Finish,Project Week Actual Finish,Project Month Planned Start,Project Month Actual Start,Project Month Planned Finish,Project Month Actual Finish,Activity nth Percentile Rank by Start Date,Total Float,Full Path,In Degree Original,Out Degree Original,Betweeness Centrality Original,Forward Reach Original,Reverse Reach Original,Duration Original,Critical Path Index Original,Page Rank Original,In Degree Normalized,Out Degree Normalized,Betweeness Centrality Normalized,Forward Reach Normalized,Reverse Reach Normalized,Duration Normalized,Critical Path Index Normalized,Page Rank Normalized
1.1.1-210,SI20PGB3D80,"(RFS) READY FOR SHIPMENT CCW EXPANSION TANK 20PGB",5121,"HK1003-Rev.0E-3",TT_FinMile,"57050",-,-,-,0,TK_NotStart,15/11/2021,,15/11/2021,,"SI20PGB4D10 FS","SI20PGB4D10","SI20PGB2D05 FS,SI20PGB4D25 FS","SI20PGB2D05,SI20PGB4D25",67,,67,,15,,15,,38,208,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-211,SI--PGB2D65,"(DF) INPUT FOR M2 CCW EXPANSION TANK PGB",5121,"HK1003-Rev.0E-3",TT_FinMile,"57050",-,-,-,100,TK_Complete,08/06/2021,08/06/2021,08/06/2021,08/06/2021,"SI--PGB2D85 FS","SI--PGB2D85","SI---3P2A10 FS,SI---3P2A10 FF","SI---3P2A10,SI---3P2A10",44,44,44,44,10,10,10,10,16,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-212,SI20PGB4D42,"(OTD) CCW EXPANSION TANK PGB AT SKIDDER 20PGB",5121,"HK1003-Rev.0E-3",TT_FinMile,"57050",-,-,-,0,TK_NotStart,10/01/2022,,10/01/2022,,"SI20PGB4D25 FS","SI20PGB4D25","SI20PGB4M22 FS,SI20---3B10 FS","SI20PGB4M22,SI20---3B10",75,,75,,17,,17,,44,208,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-213,SI20PGB4D25,"TRANSPORT TO SKIDDER CCW EXPANSION TANK 20PGB",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,0,TK_NotStart,16/11/2021,,10/01/2022,,"SI20PGB3D80 FS","SI20PGB3D80","SI20PGB4D42 FS,SI20PGB2D05 FS","SI20PGB4D42,SI20PGB2D05",67,,75,,15,,17,,38,208,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-214,SI20PGB3D33,"PROCURMENT / PRE-FABRICATION CCW EXPANSION TANK 20PGB",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,73,TK_Active,14/08/2021,14/08/2021,16/10/2021,,"SI20PGB3D25 FS,SI--PGB2D85 FS","SI20PGB3D25,SI--PGB2D85","SI20PGB3D70 FS","SI20PGB3D70",54,54,63,,12,12,14,,25,208,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-215,SI20MAG4M40,"(OTD-OS) ON SITE MODULE 20MAG50Y",5121,"HK1003-Rev.0E-3",TT_FinMile,"57050",-,-,-,0,TK_NotStart,03/05/2022,,03/05/2022,,"SI20MAG4M25 FS,SI20---4M25 FS","SI20MAG4M25,SI20---4M25","SI20BZP7-10 FS,SI20MAG6M10 FS","SI20BZP7-10,SI20MAG6M10",91,,91,,21,,21,,61,896,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-216,SI20MAG4M25,"TRANSPORT MODULE 20MAG50Y",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,0,TK_NotStart,30/03/2022,,03/05/2022,,"SI20MAG3M80 FS","SI20MAG3M80","SI20MAG4M40 FS","SI20MAG4M40",86,,91,,20,,21,,54,896,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-217,SI20MAG6M10,"MECHANICAL ERECTION MODULE 20MAG50Y",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,0,TK_NotStart,13/05/2022,,15/05/2022,,"SI20MAG4M40 FS,SI20MAW6M10 FS,SI20---3M107 FS","SI20MAG4M40,SI20MAW6M10,SI20---3M107","SI20MAL6A15 FS,SI20MAG6A15 FS,SI20BZP7-10 FS,SI20MAG6A46 FS,SI20UMC6B-15 FF","SI20MAL6A15,SI20MAG6A15,SI20BZP7-10,SI20MAG6A46,SI20UMC6B-15",92,,93,,21,,21,,64,824,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-218,SI20PGB3C80,"(RFS) READY FOR SHIPMENT HEAT EXCHANGER 20PGB",5121,"HK1003-Rev.0E-3",TT_FinMile,"57050",-,-,-,100,TK_Complete,12/09/2021,12/09/2021,12/09/2021,12/09/2021,"SI20PGB4C10 FS,SI20PGB2C05 FS","SI20PGB4C10,SI20PGB2C05","SI20PGB4C25 FS","SI20PGB4C25",58,58,58,58,13,13,13,13,29,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-219,SI--PGB2C65,"(DF) INPUT FOR M2 HEAT EXCHANGER PGB",5121,"HK1003-Rev.0E-3",TT_FinMile,"57050",-,-,-,100,TK_Complete,08/06/2021,08/06/2021,08/06/2021,08/06/2021,"SI--PGB2C80 FS,SI--PGB2C85 FS","SI--PGB2C80,SI--PGB2C85","SI---3P2A10 FS","SI---3P2A10",44,44,44,44,10,10,10,10,16,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-220,SI--PGB2C62,"(DF) INPUT FOR MS3 HEAT EXCHANGER PGB",5121,"HK1003-Rev.0E-3",TT_FinMile,"57050",-,-,-,100,TK_Complete,26/05/2021,26/05/2021,26/05/2021,26/05/2021,"SI--PGB2C80 FS,SI--PGB2C85 FS","SI--PGB2C80,SI--PGB2C85","SI-----2H60 FS","SI-----2H60",42,42,42,42,9,9,9,9,14,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-221,SI--PGB2C85,"CONTRACT INTO FORCE HEAT EXCHANGER PGB",5121,"HK1003-Rev.0E-3",TT_Mile,"57050",-,-,-,100,TK_Complete,12/04/2021,12/04/2021,12/04/2021,12/04/2021,"SI--PGB2C80 FS","SI--PGB2C80","SI20PGB3C41 FS,SI--PGB2C86 FS,SI--PGB2C62 FS,SI--PGB2C65 FS","SI20PGB3C41,SI--PGB2C86,SI--PGB2C62,SI--PGB2C65",36,36,36,36,8,8,8,8,8,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-222,SI--PGB2C80,"QUOTATION STAGE HEAT EXCHANGER PGB",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,100,TK_Complete,15/02/2021,15/02/2021,11/04/2021,11/04/2021,"SI--PGB2C75 FS","SI--PGB2C75","SI--PGB2C65 FS,SI--PGB2C62 FS,SI20PGB3C25 FF,SI20PGB3C25 FS,SI--PGB2C85 FS","SI--PGB2C65,SI--PGB2C62,SI20PGB3C25,SI20PGB3C25,SI--PGB2C85",28,28,36,36,6,6,8,8,4,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-223,SI--PGB2C75,"CONTRACT REVIEW / PREP. HEAT EXCHANGER PGB",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,100,TK_Complete,18/01/2021,18/01/2021,14/02/2021,14/02/2021,"SI20PGB2C86 FF,SI-----1-01 FS","SI20PGB2C86,SI-----1-01","SI--PGB2C80 FS","SI--PGB2C80",24,24,28,28,5,5,6,6,2,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-224,SI20PGB4C44,"(OTD) HEAT EXCHANGER PGB AT SKIDDER",5121,"HK1003-Rev.0E-3",TT_FinMile,"57050",-,-,-,0,TK_NotStart,07/11/2021,,07/11/2021,,"SI20PGB4C25 FS","SI20PGB4C25","SI20PGB4M24 FS","SI20PGB4M24",66,,66,,15,,15,,37,1752,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-225,SI20PGB4C25,"TRANSPORT TO SKIDDER HEAT EXCHANGER 20PGB",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,30,TK_Active,13/09/2021,13/09/2021,07/11/2021,,"SI20PGB3C80 FS","SI20PGB3C80","SI20PGB4C44 FS","SI20PGB4C44",58,58,66,,13,13,15,,29,1752,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-226,SI20PGB3C41,"PROCURMENT / PRE-FABRICATION HEAT EXCHANGER 20PGB",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,100,TK_Complete,26/04/2021,26/04/2021,15/08/2021,15/08/2021,"SI20PGB3C25 FS,SI--PGB2C85 FS","SI20PGB3C25,SI--PGB2C85","SI20PGB3C70 FS,SI20PGB2C05 SS","SI20PGB3C70,SI20PGB2C05",38,38,54,54,8,8,12,12,10,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-227,SI20MAL6M10,"MECHANICAL ERECTION MODULE 20MAL00YC",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,0,TK_NotStart,07/05/2022,,09/05/2022,,"SI20MAL4M40 FS,SI20SMM6-70 FS,SI20---3M108 FS","SI20MAL4M40,SI20SMM6-70,SI20---3M108","SI20MAL6A15 FS,SI20MAW6M10 FS,SI20UMC6B-15 SS","SI20MAL6A15,SI20MAW6M10,SI20UMC6B-15",92,,92,,21,,21,,63,0,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-228,SI20MAL3M80,"(RFS) READY FOR SHIPMENT MODULE 20MAL00YC",5121,"HK1003-Rev.0E-3",TT_FinMile,"57050",-,-,-,0,TK_NotStart,01/04/2022,,01/04/2022,,"SI20MAL4M10 FS","SI20MAL4M10","SI20MAL4M25 FS","SI20MAL4M25",86,,86,,20,,20,,54,0,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-229,SI20MAL4M40,"(OTD-OS) ON SITE MODULE 20MAL00YC",5121,"HK1003-Rev.0E-3",TT_FinMile,"57050",-,-,-,0,TK_NotStart,06/05/2022,,06/05/2022,,"SI20---4M25 FS,SI20MAL4M25 FS","SI20---4M25,SI20MAL4M25","SI20MAL6M10 FS","SI20MAL6M10",91,,91,,21,,21,,63,0,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-230,SI20MAL4M25,"TRANSPORT MODULE 20MAL00YC",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,0,TK_NotStart,02/04/2022,,06/05/2022,,"SI20MAL3M80 FS","SI20MAL3M80","SI20MAL4M40 FS","SI20MAL4M40",87,,91,,20,,21,,55,0,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-231,SI20UPY6M10,"MECHANICAL ERECTION MODULE 20UPY00Y",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,0,TK_NotStart,20/08/2022,,26/08/2022,,"SI20UPY4M40 FS,SI20UPY5P45 FS,SI20UMC5B49 FS,SI20PAB5-75 FS,SI20MAG6-40 FS,SI20---3M106 FS","SI20UPY4M40,SI20UPY5P45,SI20UMC5B49,SI20PAB5-75,SI20MAG6-40,SI20---3M106","SI20PAH6H15 FS,SI20PAH6-15 FS,SI20UPY6M11 FS,SI20UMC5E71 SS,SI20UMC5E67 SS,SI20UMC6B-15 FF","SI20PAH6H15,SI20PAH6-15,SI20UPY6M11,SI20UMC5E71,SI20UMC5E67,SI20UMC6B-15",107,,107,,24,,25,,78,360,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-232,SI20UMY6M16,"ERECTION RACK TOWER UMY00YG (2 Towers)",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,0,TK_NotStart,17/04/2022,,22/04/2022,,"SI20UMY6M05 FS,SI20UMY5-45 FS,SI20UMY6M18 FS,SI20EK-6-41 SS","SI20UMY6M05,SI20UMY5-45,SI20UMY6M18,SI20EK-6-41","SI20ULY6M15 FF,SI20ULY6M15 SS,SI20UMY6M76 FF,SI20UMY6M76 SS,SI20UMY6M17 FS,SI20UHA6-10 FS","SI20ULY6M15,SI20ULY6M15,SI20UMY6M76,SI20UMY6M76,SI20UMY6M17,SI20UHA6-10",89,,89,,20,,20,,58,216,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-233,SI20UMY6M18,"ERECTION RACK TOWER UMY00YE (2 Towers)",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,0,TK_NotStart,11/04/2022,,16/04/2022,,"SI20UMY5-45 FS,SI20UMY6M08 FS,SI20EK-6-41 SS,SI20UMY4M40 FS","SI20UMY5-45,SI20UMY6M08,SI20EK-6-41,SI20UMY4M40","SI20ULY6M15 FF,SI20ULY6M15 SS,SI20UMY6M76 FF,SI20UMY6M76 SS,SI20UMY6M16 FS,SI20UHA6-10 FS","SI20ULY6M15,SI20ULY6M15,SI20UMY6M76,SI20UMY6M76,SI20UMY6M16,SI20UHA6-10",88,,89,,20,,20,,57,216,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-234,SI20UMY6M06,"PRE-ASSEMBLY RACK TOWER ULY  (2 Towers)",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,0,TK_NotStart,26/04/2022,,30/04/2022,,"SI20UMY4M40 FS,SI20UMY4M41 FS,SI20UMY6M73 FS","SI20UMY4M40,SI20UMY4M41,SI20UMY6M73","SI20UMY6M15 FS,SI20UMY6M76 FF,SI20UMY6M76 SS","SI20UMY6M15,SI20UMY6M76,SI20UMY6M76",90,,91,,21,,21,,59,200,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-235,SI20UMY6M07,"PRE-ASSEMBLY RACK TOWER UMY00YK (2 Towers)",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,0,TK_NotStart,11/04/2022,,15/04/2022,,"SI20UMY4M40 FS,SI20UMY4M41 FS,SI20UMY6M05 FS","SI20UMY4M40,SI20UMY4M41,SI20UMY6M05","SI20UMY6M17 FS,SI20UMY6M76 FF,SI20UMY6M76 SS","SI20UMY6M17,SI20UMY6M76,SI20UMY6M76",88,,88,,20,,20,,57,272,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-236,SI20UMY6M05,"PRE-ASSEMBLY RACK TOWER UMY00YG (2 Towers)",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,0,TK_NotStart,06/04/2022,,10/04/2022,,"SI20UMY4M40 FF,SI20UMY4M41 FS,SI20UMY6M08 FS,SI20UMY6M08 FF","SI20UMY4M40,SI20UMY4M41,SI20UMY6M08,SI20UMY6M08","SI20UMY6M16 FS,SI20UMY6M76 FF,SI20UMY6M76 SS,SI20UMY6M07 FS","SI20UMY6M16,SI20UMY6M76,SI20UMY6M76,SI20UMY6M07",87,,88,,20,,20,,56,264,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-237,SI20UMY6M70,"PRESSURE TEST OF PIPING SYSTEMS AND HRSG (ON CONNECTED MODULES)",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,0,TK_NotStart,18/03/2023,,14/04/2023,,"SI20LCA6A46 FS,SI11LBA6H71 FF,SI20LBA6H70 FF,SI20LBB6J73 FF,SI20LBA6J73 FF,SI20GHC6-90& FS,SI20UHA6B-20 FS,SI20UMC6B-20 FS,SI20UHA6-20 FF,SI20UHW6A-20 FS,SI20UMC6-20 FS,SI20UMC6B-80 FS,SI20UMC6B-60 FS,SI20UMC6B-40 FS,SI20UMC6A-20 FS,SI20UMC6A-35 FS,SI20URA6-20 FS,SI20UEN620 FS,SI20UBF620 FS,SI20UEZ6A-15 FS,SI20UEZ6B-15 FS,SI20UVM6B10 FS,SI20UMY6B5 FS,SI20ULD6B20 FS,SI20UMY6B-20 FS,SI20HA-6-56 SS","SI20LCA6A46,SI11LBA6H71,SI20LBA6H70,SI20LBB6J73,SI20LBA6J73,SI20GHC6-90&,SI20UHA6B-20,SI20UMC6B-20,SI20UHA6-20,SI20UHW6A-20,SI20UMC6-20,SI20UMC6B-80,SI20UMC6B-60,SI20UMC6B-40,SI20UMC6A-20,SI20UMC6A-35,SI20URA6-20,SI20UEN620,SI20UBF620,SI20UEZ6A-15,SI20UEZ6B-15,SI20UVM6B10,SI20UMY6B5,SI20ULD6B20,SI20UMY6B-20,SI20HA-6-56","SI20--P6-73 FS,SI20ZTA6A0 FS,SI20--P6-77 FS,SI--2226-57 SS,SI--2222-37 SS,SI--L--8A25# FS,SI20HA-6A45 FS,SI20PA-6H70 FF,SI20---6A15# FF,SI20LAC8B25 FS,SI20GHC8H16 SS","SI20--P6-73,SI20ZTA6A0,SI20--P6-77,SI--2226-57,SI--2222-37,SI--L--8A25#,SI20HA-6A45,SI20PA-6H70,SI20---6A15#,SI20LAC8B25,SI20GHC8H16",137,,140,,31,,32,,93,0,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-238,SI20LAC4M40,"(OTD-OS) ON SITE MODULE 20LAC10Y (w/o Pump)",5121,"HK1003-Rev.0E-3",TT_FinMile,"57050",-,-,-,0,TK_NotStart,25/05/2022,,25/05/2022,,"SI20LAC4M25 FS,SI20---4M26 FS,SI20---3M115 FS","SI20LAC4M25,SI20---4M26,SI20---3M115","SI20LAC6M15 FS","SI20LAC6M15",94,,94,,22,,22,,66,240,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-239,SI20LAC4M25,"TRANSPORT MODULE 20LAC10Y (w/o Pump)",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,0,TK_NotStart,21/04/2022,,25/05/2022,,"SI20LAC3M80 FS","SI20LAC3M80","SI20LAC4M40 FS","SI20LAC4M40",89,,94,,20,,22,,58,240,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-240,SI20LAC6M15,"MECHANICAL ERECTION MODULE 20LAC10Y",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,0,TK_NotStart,26/05/2022,,22/06/2022,,"SI20LAC4M40 FS,SI20HA-6D17 FS","SI20LAC4M40,SI20HA-6D17","SI20LAC8B10 FS,SI20LAC6B15 FS,SI20LAC6M16 FS,SI20SGY7A27 FS,SI20SGC6J27 FS,SI20UMY6B-15 FF","SI20LAC8B10,SI20LAC6B15,SI20LAC6M16,SI20SGY7A27,SI20SGC6J27,SI20UMY6B-15",94,,98,,22,,23,,66,240,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-241,SI20UMY6M10,"PLACING AND ALIGNMENT OF MODULE - TRANU U1 ULY",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,0,TK_NotStart,18/05/2022,,18/05/2022,,"SI20BZP7-20 FS,SI20UMY4M40 FS,SI20SMM6-70 FS,SI20HA-6D17 FS,SI20BZP7-15 FS,SI20BZP7-15 FF,SI20UMY6M11 FS,SI20LDK6M15 FS","SI20BZP7-20,SI20UMY4M40,SI20SMM6-70,SI20HA-6D17,SI20BZP7-15,SI20BZP7-15,SI20UMY6M11,SI20LDK6M15","SI20USX5-10 FS,SI20UMY6M71 FS,SI20ULY6M15 FF,SI20ULY6M15 SS,SI20BZK7-187 FS,SI20MAA7A15 FS,SI20MAG7A15 FS,SI20MAJ7A15 FS,SI20MAL7A15 FS,SI20MAN7H15 FS,SI20MAV7H15 FS,SI20MAW7H15 FS,SI20MAX7H15 FS,SI20MB-7H15 FS,SI20MB-7J15 FS,SI20MBQ7H15 FS,SI20LBA7H15 FS,SI20LBA7H16 FS,SI20LBA7J15 FS,SI20LBA7J16 FS,SI20LBB7J15 FS,SI20LBB7J17 FS,SI20LBG7A17 FS,SI20LBG7A15 FS,SI20LAB7H15 FS,SI20LCA7A15 FS,SI20LCL7A15 FS,SI20LCW7H15 FS,SI20LDK7H16 FS,SI20EK-7H15 FS,SI20EK-7I15 FS,SI20PAB7A15 FS,SI20PAH7H15 FS,SI20PAR7A16 FS,SI20PCB7H15 FS,SI20PGB7H15 FS,SI20GHC7H15 FS,SI20GHC7H17 FS,SI20GHD7H15 FS,SI20QFB7H15 FS,SI20QU-7H15 FS,SI20BZK7E26 FS,SI20UMY6M72 FS","SI20USX5-10,SI20UMY6M71,SI20ULY6M15,SI20ULY6M15,SI20BZK7-187,SI20MAA7A15,SI20MAG7A15,SI20MAJ7A15,SI20MAL7A15,SI20MAN7H15,SI20MAV7H15,SI20MAW7H15,SI20MAX7H15,SI20MB-7H15,SI20MB-7J15,SI20MBQ7H15,SI20LBA7H15,SI20LBA7H16,SI20LBA7J15,SI20LBA7J16,SI20LBB7J15,SI20LBB7J17,SI20LBG7A17,SI20LBG7A15,SI20LAB7H15,SI20LCA7A15,SI20LCL7A15,SI20LCW7H15,SI20LDK7H16,SI20EK-7H15,SI20EK-7I15,SI20PAB7A15,SI20PAH7H15,SI20PAR7A16,SI20PCB7H15,SI20PGB7H15,SI20GHC7H15,SI20GHC7H17,SI20GHD7H15,SI20QFB7H15,SI20QU-7H15,SI20BZK7E26,SI20UMY6M72",93,,93,,21,,21,,65,144,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
1.1.1-242,SI20UMY6M12,"PLACING AND ALIGNMENT OF MODULE - UMY00E12/43",5121,"HK1003-Rev.0E-3",TT_Task,"57050",-,-,-,0,TK_NotStart,11/05/2022,,12/05/2022,,"SI20BZP7-20 FS,SI20UMY4M40 FS,SI20UMY6M15 FS","SI20BZP7-20,SI20UMY4M40,SI20UMY6M15","SI20USX5-10 FS,SI20UMY6M71 FS,SI20ULY6M15 FF,SI20ULY6M15 SS,SI20BZK7-187 FS,SI20MAA7A15 FS,SI20MAG7A15 FS,SI20MAJ7A15 FS,SI20MAL7A15 FS,SI20MAN7H15 FS,SI20MAV7H15 FS,SI20MAW7H15 FS,SI20MAX7H15 FS,SI20MB-7H15 FS,SI20MB-7J15 FS,SI20MBQ7H15 FS,SI20LBA7H15 FS,SI20LBA7H16 FS,SI20LBA7J15 FS,SI20LBA7J16 FS,SI20LBB7J15 FS,SI20LBB7J17 FS,SI20LBG7A17 FS,SI20LBG7A15 FS,SI20LAB7H15 FS,SI20LCA7A15 FS,SI20LCL7A15 FS,SI20LCW7H15 FS,SI20LDK7H16 FS,SI20EK-7H15 FS,SI20EK-7I15 FS,SI20PAB7A15 FS,SI20PAH7H15 FS,SI20PAR7A16 FS,SI20PCB7H15 FS,SI20PGB7H15 FS,SI20GHC7H15 FS,SI20GHC7H17 FS,SI20GHD7H15 FS,SI20QFB7H15 FS,SI20QU-7H15 FS,SI20BZK7E26 FS,SI20UMY6M11 FS","SI20USX5-10,SI20UMY6M71,SI20ULY6M15,SI20ULY6M15,SI20BZK7-187,SI20MAA7A15,SI20MAG7A15,SI20MAJ7A15,SI20MAL7A15,SI20MAN7H15,SI20MAV7H15,SI20MAW7H15,SI20MAX7H15,SI20MB-7H15,SI20MB-7J15,SI20MBQ7H15,SI20LBA7H15,SI20LBA7H16,SI20LBA7J15,SI20LBA7J16,SI20LBB7J15,SI20LBB7J17,SI20LBG7A17,SI20LBG7A15,SI20LAB7H15,SI20LCA7A15,SI20LCL7A15,SI20LCW7H15,SI20LDK7H16,SI20EK-7H15,SI20EK-7I15,SI20PAB7A15,SI20PAH7H15,SI20PAR7A16,SI20PCB7H15,SI20PGB7H15,SI20GHC7H15,SI20GHC7H17,SI20GHD7H15,SI20QFB7H15,SI20QU-7H15,SI20BZK7E26,SI20UMY6M11",92,,92,,21,,21,,64,168,"HK1003 -Blackpoint D2 - Rev.0E DD30092021;Modules_from_ZIN107;Modules_from_ZIN107",,,,,,,,,,,,,,,,
