ID,Activity ID,Activity Name,Project ID,Project Name,Activity type,Parent WBS ID,Resources,Resource IDs,Primary Resource,Schedule % Complete,Activity Status,Planned Start,Actual Start,Planned Finish,Actual Finish,Predecessor Details,Predecessors,Successor Details,Successors,Project Week Planned Start,Project Week Actual Start,Project Week Planned Finish,Project Week Actual Finish,Project Month Planned Start,Project Month Actual Start,Project Month Planned Finish,Project Month Actual Finish,Activity nth Percentile Rank by Start Date,Total Float,Full Path,In Degree Original,Out Degree Original,Betweeness Centrality Original,Forward Reach Original,Reverse Reach Original,Duration Original,Critical Path Index Original,Page Rank Original,In Degree Normalized,Out Degree Normalized,Betweeness Centrality Normalized,Forward Reach Normalized,Reverse Reach Normalized,Duration Normalized,Critical Path Index Normalized,Page Rank Normalized
1-2182,SI20QC-6-40,"(RFP) READY FOR PIPE CONNECTION DOSING CONTAINER QC",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,23/08/2022,,23/08/2022,,"SI20QC-6-15 SS","SI20QC-6-15","SI20QC-6H15 FS,SI20QC-6H17 FS","SI20QC-6H15,SI20QC-6H17",107,,107,,25,,25,,78,1632,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2183,SI--UMC2B75,"(F) DETAIL DESIGN STEEL STRUCTURE WITH CONTRACTOR 20UMC",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,100,TK_Complete,11/08/2021,11/08/2021,11/08/2021,11/08/2021,"SI--UMC2B71 FS,SI--UMC2B70 FS,SI--UMC2B79 FS","SI--UMC2B71,SI--UMC2B70,SI--UMC2B79","SI20UMC3B25 FS,SI20UMC3E26 FS","SI20UMC3B25,SI20UMC3E26",53,53,53,53,12,12,12,12,25,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2184,SI20BAW2-27,"RFQ FOR LIGHTNING PROTECTION",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,31/12/2021,,06/01/2022,,"SI--3331-32 FS,SI20BAW2-30 FS","SI--3331-32,SI20BAW2-30","SI20BAW2-28 FS","SI20BAW2-28",73,,74,,17,,17,,43,2016,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2185,SI20BAW2-85,"CONTRACT INTO FORCE FOR LIGHTNING PROTECTION",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,0,TK_NotStart,21/01/2022,,21/01/2022,,"SI20BAW2-28 FS","SI20BAW2-28","SI20BAW3-25 FS","SI20BAW3-25",76,,76,,17,,17,,46,2016,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2186,SI20UHA2B-12,"(RFS) READY FOR SHIPMENT EMBEDDED PARTS HRSG20",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,100,TK_Complete,03/08/2021,03/08/2021,03/08/2021,03/08/2021,"SI20UHA2B-9 FS,SI20UHA2B-11 FS","SI20UHA2B-9,SI20UHA2B-11","SI20UHA2B-13 FS,SI20UHA5-15 FS","SI20UHA2B-13,SI20UHA5-15",52,52,52,52,12,12,12,12,24,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2187,SI20GM-8E10,"(TOP-20GM-02) COLLECTION SUMPS AND DRAIN IN BUILDING STRUCTURES",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,10/04/2023,,10/04/2023,,"SI20GM-6E15 FS,SI20GM-7-15 FS,SI20UGU5-87 FS","SI20GM-6E15,SI20GM-7-15,SI20UGU5-87","SI20GM-8E25 FS,SI20UBH8-27 FS,SI20TPM24A8-30 FS","SI20GM-8E25,SI20UBH8-27,SI20TPM24A8-30",140,,140,,32,,32,,94,80,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2188,SI--PAC3B26,"MANUFACTURING / SHOP TEST CIRC. CW PUMP 20PAC",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,48,TK_Active,09/04/2021,09/04/2021,02/04/2022,,"SI--PAC2B85 SS,SI--PAC2B85 FS","SI--PAC2B85,SI--PAC2B85","SI20PAC3B70 FS","SI20PAC3B70",35,35,87,,8,8,20,,8,384,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2189,SI--UHA2-60,"(MS3) CONCRETE STRUCTURE FINAL DIMENSIONS, LOADS AVAILABLE UHA",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,100,TK_Complete,09/05/2021,09/05/2021,09/05/2021,09/05/2021,"SI--HB-2D62 FS,SI--HB-2B60 FF,SI--HA-2-85 FS,SI20LCL2B60 FS,SI--HA-2-81 FS,SI--HB-2A60 FS","SI--HB-2D62,SI--HB-2B60,SI--HA-2-85,SI20LCL2B60,SI--HA-2-81,SI--HB-2A60","SI--UHA2-70 FF,SI--UHA2-70 FS,SI20UHW2-10 FS,SI--UHA2-78 FS","SI--UHA2-70,SI--UHA2-70,SI20UHW2-10,SI--UHA2-78",40,40,40,40,9,9,9,9,11,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2190,SI20LBG4C40,"(OTD-OS) ON SITE EL.SUPERHEATER 20LBG",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,24/04/2022,,24/04/2022,,"SI20LBG4C25 FS","SI20LBG4C25","SI20LBG6C15 FS","SI20LBG6C15",90,,90,,21,,21,,59,616,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2191,SI20LBG4C25,"TRANSPORT EL.SUPERHEATER 20LBG",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,28/02/2022,,24/04/2022,,"SI20LBG3C80 FS","SI20LBG3C80","SI20LBG4C40 FS","SI20LBG4C40",82,,90,,19,,21,,51,616,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2192,SI20LBG3C26,"PROCURMENT / PRE-FABRICATION EL.SUPERHEATER 20LBG",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,96,TK_Active,28/06/2021,28/06/2021,03/10/2021,,"SI20LBG3C25 FS,SI20LBG2C85 FS","SI20LBG3C25,SI20LBG2C85","SI20LBG3C70 FS,SI20LBG3C80 FS","SI20LBG3C70,SI20LBG3C80",47,47,61,,11,11,14,,19,1568,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2193,SP20MB-3D80,"DELIVERY GT SUPPORTS 20MB- EX WORKS",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,01/04/2022,,01/04/2022,,"SP20MB-3D25 FS","SP20MB-3D25","SP20MB-3-70 SS,SI20MBA4-26 FS","SP20MB-3-70,SI20MBA4-26",86,,86,,20,,20,,55,240,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2194,SP20MB-3C25,"PROCUREMENT / MANUFACTURING GT SPECIAL TOOLS 20MB-",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,23/12/2021,,01/04/2022,,"SP20MB-3F25 FF,SP--MB-2-86 FS,SP20MB-3-25 FF","SP20MB-3F25,SP--MB-2-86,SP20MB-3-25","SI20---3-77 FS","SI20---3-77",72,,86,,16,,20,,43,408,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2195,SP20MB-3D25,"PROCUREMENT / MANUFACTURING GT SUPPORTS 20MB-",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,04/10/2021,,01/04/2022,,"SP20MB-3-26 FS,SP--MB-2-86 FS,SP20MB-3-25 SS,SP20MB-3-25 FF","SP20MB-3-26,SP--MB-2-86,SP20MB-3-25,SP20MB-3-25","SP20MB-3D80 FS","SP20MB-3D80",61,,86,,14,,20,,31,240,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2196,SI20PAC4B40,"(OTD-OS) ON SITE CIRC. CW PUMP 20PAC",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,25/06/2022,,25/06/2022,,"SI20PAC4B25 FS","SI20PAC4B25","SI20PAC6B15 FS","SI20PAC6B15",99,,99,,23,,23,,71,384,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2197,SI20MAD4-25,"TRANSPORT ST BEARINGS 20MAD",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,28/04/2022,,22/06/2022,,"SP20MAD3-80 FS","SP20MAD3-80","SI20MAD4-40 FS","SI20MAD4-40",90,,98,,21,,23,,59,32,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2198,SI20PAR7A16,"ELECTRICAL ERECTION 10/20 PAR MAKE UP WATER PIPES FOR COOLING TOWER",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,17/11/2022,,30/11/2022,,"SI20PAR6A15 FF,SI20BZP7-55 FS,SI20BZP7-65 FS,SI20BZP7-70 FS,SI20BZP7-170 FS,SI20BZP7-192 FS,SI20BZP7D18 FS,SI20BZP7D19 FS,SI20BZP7-5 FS,SI20BZP7-196 FS,SI20BZP7-174 FS,SI20UMY6M10 FS,SI20UMY6M11 FS,SI20UMY6M12 FS,SI--2227-68 FS,SI--BZP2-05 FS,SI--PEE7-20 FS,SI--BZP4B40 FS,SI20PAR6A16 FS","SI20PAR6A15,SI20BZP7-55,SI20BZP7-65,SI20BZP7-70,SI20BZP7-170,SI20BZP7-192,SI20BZP7D18,SI20BZP7D19,SI20BZP7-5,SI20BZP7-196,SI20BZP7-174,SI20UMY6M10,SI20UMY6M11,SI20UMY6M12,SI--2227-68,SI--BZP2-05,SI--PEE7-20,SI--BZP4B40,SI20PAR6A16","SI20PAR8-06 FS,SI20PA6-1# SS,SI20PA6-1# FF,SI20BZK7D11# FF,SI20BZK7D11# SS","SI20PAR8-06,SI20PA6-1#,SI20PA6-1#,SI20BZK7D11#,SI20BZK7D11#",119,,121,,27,,28,,85,1184,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2199,SI20PAR6A15,"ERECTION, NDT, PT / VALVES (MECHANICAL) 20PAR MAKE UP WATER PIPES FOR COOLING TOWER",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,24/06/2022,,04/08/2022,,"SI20UQZ5-157 FF,SI20UQY5-157 FS,SI20UQY5-153 FS,SI20UQY5-149 FF,SI20PAS6B16 FS,SI20PAA2-75 FF,SI---5P6A09 FS","SI20UQZ5-157,SI20UQY5-157,SI20UQY5-153,SI20UQY5-149,SI20PAS6B16,SI20PAA2-75,SI---5P6A09","SI20PAR7A16 FF,SI20PAR8-06 FS,SI20PA6-1# SS,SI20PA6-1# FF,SI20PAR6A16 FS","SI20PAR7A16,SI20PAR8-06,SI20PA6-1#,SI20PA6-1#,SI20PAR6A16",98,,104,,23,,24,,71,1904,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2200,SI20UBA5-46,"(RFE) FOUNDATION 20UBA8110/20",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,08/01/2023,,08/01/2023,,"SI20UBA5-52 FS,SI20UBA5-95 FS","SI20UBA5-52,SI20UBA5-95","SI20B--8-52 FS","SI20B--8-52",127,,127,,29,,29,,88,696,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2201,SI20UBA5-59,"WORK PREPARATION / EXCAVATION FOUNDATION 20UBA8110/20",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,29/04/2022,,12/05/2022,,"SI20UBA2G75 FS,SI20URD5-45 FS,SI-----5-22 FS,SI-----5-21& FS,SI-----5-20 FS,SI20HA-6C22 FS,SI-P222-84 FS,SI-P222-128 FS,SI20UBA2C79 FS","SI20UBA2G75,SI20URD5-45,SI-----5-22,SI-----5-21&,SI-----5-20,SI20HA-6C22,SI-P222-84,SI-P222-128,SI20UBA2C79","SI20UBA5-11 FS,SI20UBD5-55 SS,SI20UTG5-50 SS,SI-P222-131# FF,SI-P222-131# SS","SI20UBA5-11,SI20UBD5-55,SI20UTG5-50,SI-P222-131#,SI-P222-131#",90,,92,,21,,21,,60,1256,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2202,SI20UBA5-52,"CONSTRUCTION FOUNDATION  20UBA8110/20",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,13/05/2022,,16/06/2022,,"SI20UBA5-11 FS","SI20UBA5-11","SI20UBA5-46 FS,SI20UBD5-11 SS,SI20UBA5-93 FS,SI20UBA5B12 FS,SI20UBA5-100 FS","SI20UBA5-46,SI20UBD5-11,SI20UBA5-93,SI20UBA5B12,SI20UBA5-100",92,,97,,21,,22,,64,1256,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2203,SI20UBA5-11,"(H) START PLACING FORMWORK 20UBA8110/20",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,0,TK_NotStart,13/05/2022,,13/05/2022,,"SI20UBA5-59 FS,SI20URD5-45 FS,SI-----5-21& FS,SI20UBA2G79 FS","SI20UBA5-59,SI20URD5-45,SI-----5-21&,SI20UBA2G79","SI20UBA5-52 FS","SI20UBA5-52",92,,92,,21,,21,,64,1256,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2204,SI20MAD4-40,"(OTD-OS) ON SITE ST BEARINGS 20MAD",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,22/06/2022,,22/06/2022,,"SI20MAD4-25 FS","SI20MAD4-25","SI20MA-6-07 FS","SI20MA-6-07",98,,98,,23,,23,,70,32,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2205,SI20PAD3-80,"(RFS) READY FOR SHIPMENT COOLING TOWER EQUIPMENT (EU)  20PAD FILL BATCH 1",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,23/06/2022,,23/06/2022,,"SI20PAD4B10 FS","SI20PAD4B10","SI20PAD4-25 FS","SI20PAD4-25",98,,98,,23,,23,,70,64,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2206,SI20PAD4-25,"TRANSPORT (EU)  20PAD FILL BATCH 1",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,24/06/2022,,11/08/2022,,"SI20PAD3-80 FS","SI20PAD3-80","SI20PAD4-40 FS","SI20PAD4-40",98,,105,,23,,24,,71,64,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2207,SP20MA-4C25,"TRANSPORT ST LP OUTER CASING MA-",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,14/05/2022,,08/07/2022,,"SI--LOG4-30 FS,SP20MA-3C80 FS","SI--LOG4-30,SP20MA-3C80","SP20MA-4C40 FS","SP20MA-4C40",93,,100,,21,,23,,64,8,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2208,SP20MA-3C80,"(RFS) READY FOR SHIPMENT ST LP OUTER CASING MA-",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,13/05/2022,,13/05/2022,,"SP20MA-4-11 FS","SP20MA-4-11","SP20MA-4C25 FS","SP20MA-4C25",92,,92,,21,,21,,64,8,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2209,SI--BAW2-14,"GROUNDING MEASUREMENT / GROUNDING DESIGN REPORT",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,26/02/2021,26/02/2021,22/04/2021,22/04/2021,"SI--B--2-03 FS,SI-----1-05 FS","SI--B--2-03,SI-----1-05","SI--BAW2-02 FS,SI--BAW2-13 SS","SI--BAW2-02,SI--BAW2-13",29,29,37,37,6,6,8,8,5,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2210,SI--BZL2-86,"BASIC DESIGN, SPECIFICATION LIGHTING/SMALL POWER BZL",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,100,TK_Complete,20/02/2021,20/02/2021,14/05/2021,14/05/2021,"SI--3331-32 FS,SI--3332-26 FS,SI-----1-03 SS","SI--3331-32,SI--3332-26,SI-----1-03","SI--BZL2-88 FS","SI--BZL2-88",29,29,40,40,6,6,9,9,5,,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2211,SI20EK-7I15,"ELECTRICAL ERECTION / VALVES 20EKG70",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,26/02/2023,,11/03/2023,,"SI20EKG6H15 FS,SI20BZK7F25 FF,SI20BZP7D18 FS,SI20BZP7D19 FS,SI20BZP7-5 FS,SI20BZP7-196 FS,SI20BZP7-174 FS,SI20UMY6M10 FS,SI20UMY6M11 FS,SI20UMY6M12 FS,SI--2227-68 FS,SI--BZP2-05 FS,SI--PEE7-20 FS,SI--BZP4B40 FS,SI20EKG6I16 FF","SI20EKG6H15,SI20BZK7F25,SI20BZP7D18,SI20BZP7D19,SI20BZP7-5,SI20BZP7-196,SI20BZP7-174,SI20UMY6M10,SI20UMY6M11,SI20UMY6M12,SI--2227-68,SI--BZP2-05,SI--PEE7-20,SI--BZP4B40,SI20EKG6I16","SI20EK-7H15 FF,SI20EK-8H13 FS,SI20EK-8H14 FS,SI20BZK7D11# FF,SI20BZK7D11# SS","SI20EK-7H15,SI20EK-8H13,SI20EK-8H14,SI20BZK7D11#,SI20BZK7D11#",134,,136,,31,,31,,91,520,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2212,SI20UMC5B35,"(RFE) RELEASED PROTOCOL CRANE RAIL AVAILABLE 20UMC",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,10/04/2022,,10/04/2022,,"SI20UMC5B49 FS","SI20UMC5B49","SI20MA-6B00 FS","SI20MA-6B00",88,,88,,20,,20,,57,832,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2213,SI20QU-7-15,"ELECTRICAL ERECTION SAMPLING CONTAINER 20QU",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,02/12/2022,,08/12/2022,,"SI20QU-6-15 FS","SI20QU-6-15","SI20QU-8-10 FS,SI20BZK7D11# FF,SI20BZK7D11# SS","SI20QU-8-10,SI20BZK7D11#,SI20BZK7D11#",121,,122,,28,,28,,86,1256,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2214,SI20MB-7H15,"ELECTRICAL ERECTION / VALVES 20MB (BOP)",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,04/02/2023,,10/02/2023,,"SI20MB-6A15 FS,SI20BZK7A26 FS,SI20BZP7D18 FS,SI20BZP7D19 FS,SI20BZP7-5 FS,SI20BZP7-196 FS,SI20BZP7-174 FS,SI20UMY6M10 FS,SI20UMY6M11 FS,SI20UMY6M12 FS,SI--2227-68 FS,SI--BZP2-05 FS,SI--PEE7-20 FS,SI--BZP4B40 FS,SI20MB-6A16 FS","SI20MB-6A15,SI20BZK7A26,SI20BZP7D18,SI20BZP7D19,SI20BZP7-5,SI20BZP7-196,SI20BZP7-174,SI20UMY6M10,SI20UMY6M11,SI20UMY6M12,SI--2227-68,SI--BZP2-05,SI--PEE7-20,SI--BZP4B40,SI20MB-6A16","SI20MBA8A10 FS,SI20MBA8B10 FS,SI20MBX8-10 FS,SI20MBV8-10 FS,SI20MBA8D10 FS,SI20MBL8-10 FS,SI20MBP8-10 FS,SI20MBX8E10 FS,SI20MBH8-10 FS,SI20MBA8-10 FS,SI20BZK7D11# FF,SI20BZK7D11# SS","SI20MBA8A10,SI20MBA8B10,SI20MBX8-10,SI20MBV8-10,SI20MBA8D10,SI20MBL8-10,SI20MBP8-10,SI20MBX8E10,SI20MBH8-10,SI20MBA8-10,SI20BZK7D11#,SI20BZK7D11#",131,,131,,30,,30,,89,616,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2215,SI---1P6A05,"PREFABRICATION ON SITE ALL SYSTEMS  - LOT 4",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,28/04/2022,,19/05/2022,,"SI---2S6-05& FS,SI---1P6A6 FS","SI---2S6-05&,SI---1P6A6","SI20LBA6J15 FS,SI20---6A15# SS,SI20LBB6J15 FS,SI20LBG6A15 FS,SI20LAB6H15 FS,SI20LBA6H15 FS,SI20---6A15# FF,SI20LBB6J17 FS,SI20LBG6A17 FS,SI11LBA6H71 FS,SI20LBA6J71 FS,SI20PAB6A16 FS,SI20PAB6A15 FS,SI20PAB6A17 FS,SI20EKG6H15 FS,SI20MAG6A15 FS,SI20MAW6H15 FS,SI20---6A15# FS,SI20LCA6A15 FS,SI20LDK6A15 FS,SI20EKT6I15 FS,SI20LCL6A15 FS,SI20LCA6A16 FS,SI20LCA6A46 FS,SI20EKG6H16 FS,SI20MAM6A15 FS,SI20MAG6A46 FS,SI20PCB6M10 FS,SI20MAN6H15 FS,SI20LCW6H15 FS,SI20---6A15# SF,SI20MAN6-15 FS,SI20MAX6H15 FS,SI20MAV6H15 FS,SI20GHC6H15 FS,SI20MAL6A15 FS,SI20GHC6H17 FS,SI20MAN6-36 FS,SI20MAJ6A15 FS,SI20MAX6H16 FS,SI20HSJ6A15 FS,SI20LCE6A15 FS","SI20LBA6J15,SI20---6A15#,SI20LBB6J15,SI20LBG6A15,SI20LAB6H15,SI20LBA6H15,SI20---6A15#,SI20LBB6J17,SI20LBG6A17,SI11LBA6H71,SI20LBA6J71,SI20PAB6A16,SI20PAB6A15,SI20PAB6A17,SI20EKG6H15,SI20MAG6A15,SI20MAW6H15,SI20---6A15#,SI20LCA6A15,SI20LDK6A15,SI20EKT6I15,SI20LCL6A15,SI20LCA6A16,SI20LCA6A46,SI20EKG6H16,SI20MAM6A15,SI20MAG6A46,SI20PCB6M10,SI20MAN6H15,SI20LCW6H15,SI20---6A15#,SI20MAN6-15,SI20MAX6H15,SI20MAV6H15,SI20GHC6H15,SI20MAL6A15,SI20GHC6H17,SI20MAN6-36,SI20MAJ6A15,SI20MAX6H16,SI20HSJ6A15,SI20LCE6A15",90,,93,,21,,21,,59,696,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2216,SI20HB-4B25,"TRANSPORT SECONDARY STEEL STRUCTURE HRSG20_1st Part incl. Drum Supports",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,09/01/2022,,07/02/2022,,"SI20HB-3B80 FS,SI20HB-4B11 FS","SI20HB-3B80,SI20HB-4B11","SI20HB-4B40 FS","SI20HB-4B40",75,,79,,17,,18,,44,640,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2217,SI20QJ-8B11,"(TOP-20QJA-02) CO2 CENTRAL SUPPLY SYSTEM",5121,"HK1003-Rev.0E-3",TT_FinMile,"55902",-,-,-,0,TK_NotStart,25/04/2023,,25/04/2023,,"SI20QJ-6B42 FS,SI--9998-22& FS,SI20QJA7A16 FS","SI20QJ-6B42,SI--9998-22&,SI20QJA7A16","SI20SAM8-29 SS","SI20SAM8-29",142,,142,,33,,33,,96,8,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2218,SI20UVM5-11,"(H) START PLACING FORMWORK 20UVM01",5121,"HK1003-Rev.0E-3",TT_Mile,"55902",-,-,-,0,TK_NotStart,12/05/2022,,12/05/2022,,"SI20UVM5-05 FS,SI-----5-21& FS,SI20UVM2-87 FS","SI20UVM5-05,SI-----5-21&,SI20UVM2-87","SI20UVM5-16 FS,SI20UVM5-16.00 FS","SI20UVM5-16,SI20UVM5-16.00",92,,92,,21,,21,,64,848,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2219,SI20LAC7B15,"ELECTRICAL ERECTION FEEDWATER PUMPS 20LAC",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,20/08/2022,,14/10/2022,,"SI20LAC2B05 FS,SI20LAC6B15 FS,SI20BZP7-135 FS","SI20LAC2B05,SI20LAC6B15,SI20BZP7-135","SI20LAC6B16 FF,SI20BZK7D11# FF,SI20BZK7D11# SS,SI20LAC8B10 FS","SI20LAC6B16,SI20BZK7D11#,SI20BZK7D11#,SI20LAC8B10",107,,114,,24,,26,,78,336,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2220,SI20L--8-35,"COLD COMMISSIONING WATER SYSTEMS AFTER CHEMICAL CLEANING 20LAA/LCA30/EKT30",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,04/06/2023,,10/06/2023,,"SI20--P6-75 FS,SI20L--6A80 SS,SI-PM-40 FS","SI20--P6-75,SI20L--6A80,SI-PM-40","SI20LAC8B26 FS,SI20--P8A25# SS,SI20LBA8-35 FS","SI20LAC8B26,SI20--P8A25#,SI20LBA8-35",148,,149,,34,,34,,98,8,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2221,SI20LBA8-35,"FINAL COLD COMMISSIONING STEAM SYSTEM 20LBA",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,11/06/2023,,17/06/2023,,"SI20--P6-75 FS,SI20L--8-35 FS","SI20--P6-75,SI20L--8-35","SI20--P8A25# SS,SI--C--8-58 FS","SI20--P8A25#,SI--C--8-58",149,,150,,34,,35,,98,8,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
1-2222,SI20MKA5-25,"FIRST GROUTING OF FIXATORS MKA",5121,"HK1003-Rev.0E-3",TT_Task,"55902",-,-,-,0,TK_NotStart,17/07/2022,,23/07/2022,,"SI20MKA6-09 FF","SI20MKA6-09","SI20MKA6-12 FS","SI20MKA6-12",102,,103,,23,,24,,74,392,"HK1003 -Blackpoint D2 - Rev.0E DD30092021",,,,,,,,,,,,,,,,
